,placeID,name,userID,rating
76,132875,shi ro ie,1096,2
77,132609,Pollo_Frito_Buenos_Aires,1070,1
78,132609,Pollo_Frito_Buenos_Aires,1082,0
79,132609,Pollo_Frito_Buenos_Aires,1063,1
80,132609,Pollo_Frito_Buenos_Aires,1050,0
81,132609,Pollo_Frito_Buenos_Aires,1043,1
82,135082,la Estrella de Dimas,1088,2
83,135082,la Estrella de Dimas,1014,0
84,135082,la Estrella de Dimas,1018,2
85,135082,la Estrella de Dimas,1094,0
86,135082,la Estrella de Dimas,1115,2
87,135082,la Estrella de Dimas,1037,0
88,135082,la Estrella de Dimas,1069,0
89,135082,la Estrella de Dimas,1111,1
90,135082,la Estrella de Dimas,1131,0
91,135070,Restaurante 75,1014,2
92,135070,Restaurante 75,1088,2
93,135070,Restaurante 75,1124,1
94,135070,Restaurante 75,1094,0
95,135070,Restaurante 75,1115,1
96,135070,Restaurante 75,1037,0
97,135070,Restaurante 75,1069,0
98,135070,Restaurante 75,1057,1
99,135069,Abondance Restaurante Bar,1081,1
100,135069,Abondance Restaurante Bar,1064,0
101,135069,Abondance Restaurante Bar,1014,1
102,135069,Abondance Restaurante Bar,1088,1
103,135069,Abondance Restaurante Bar,1126,0
104,135069,Abondance Restaurante Bar,1124,1
105,135069,Abondance Restaurante Bar,1018,0
106,135069,Abondance Restaurante Bar,1094,0
107,135069,Abondance Restaurante Bar,1105,0
108,135069,Abondance Restaurante Bar,1115,1
109,135069,Abondance Restaurante Bar,1069,0
110,135069,Abondance Restaurante Bar,1008,1
111,135065,El angel Restaurante,1134,2
112,135065,El angel Restaurante,1036,0
113,135065,El angel Restaurante,1048,2
114,135065,El angel Restaurante,1122,2
115,135065,El angel Restaurante,1033,1
116,135065,El angel Restaurante,1114,0
117,135065,El angel Restaurante,1046,2
118,135065,El angel Restaurante,1073,0
119,135065,El angel Restaurante,1010,1
120,135076,Restaurante Pueblo Bonito,1053,1
121,135076,Restaurante Pueblo Bonito,1081,1
122,135076,Restaurante Pueblo Bonito,1014,1
123,135076,Restaurante Pueblo Bonito,1056,2
124,135076,Restaurante Pueblo Bonito,1125,1
125,135076,Restaurante Pueblo Bonito,1075,2
126,135076,Restaurante Pueblo Bonito,1005,2
127,135076,Restaurante Pueblo Bonito,1019,0
128,135076,Restaurante Pueblo Bonito,1099,1
129,135076,Restaurante Pueblo Bonito,1013,1
130,135076,Restaurante Pueblo Bonito,1085,2
131,135076,Restaurante Pueblo Bonito,1058,2
132,135076,Restaurante Pueblo Bonito,1010,1
133,135086,Mcdonalds Parque Tangamanga,1108,1
134,135086,Mcdonalds Parque Tangamanga,1034,1
135,135086,Mcdonalds Parque Tangamanga,1095,1
136,135086,Mcdonalds Parque Tangamanga,1007,0
137,135086,Mcdonalds Parque Tangamanga,1091,1
138,135086,Mcdonalds Parque Tangamanga,1019,0
139,135086,Mcdonalds Parque Tangamanga,1061,1
140,135086,Mcdonalds Parque Tangamanga,1112,0
141,135086,Mcdonalds Parque Tangamanga,1096,1
142,135086,Mcdonalds Parque Tangamanga,1097,2
143,132870,Tortas y hamburguesas el gordo,1052,1
144,132870,Tortas y hamburguesas el gordo,1111,0
145,132870,Tortas y hamburguesas el gordo,1015,0
146,132870,Tortas y hamburguesas el gordo,1131,0
147,132870,Tortas y hamburguesas el gordo,1102,2
148,132854,Sirlone,1038,1
149,132854,Sirlone,1113,0
150,132854,Sirlone,1008,2
151,132854,Sirlone,1111,2
152,132854,Sirlone,1037,1
153,132854,Sirlone,1102,2
154,132937,rockabilly ,1003,2
155,132937,rockabilly ,1027,1
156,132937,rockabilly ,1029,1
157,132937,rockabilly ,1086,2
158,132856,Unicols Pizza,1038,0
159,132856,Unicols Pizza,1071,2
160,132856,Unicols Pizza,1019,0
161,132856,Unicols Pizza,1113,0
162,132856,Unicols Pizza,1106,0
163,132856,Unicols Pizza,1045,1
164,132856,Unicols Pizza,1016,2
165,132856,Unicols Pizza,1099,1
166,132856,Unicols Pizza,1054,2
167,132856,Unicols Pizza,1101,1
168,132856,Unicols Pizza,1032,1
169,132856,Unicols Pizza,1135,0
170,132856,Unicols Pizza,1109,1
171,132856,Unicols Pizza,1098,1
172,132668,TACOS EL GUERO,1031,0
173,132668,TACOS EL GUERO,1021,2
174,132668,TACOS EL GUERO,1080,1
175,135033,Restaurant El Muladar de Calzada,1022,1
176,135033,Restaurant El Muladar de Calzada,1105,0
177,135033,Restaurant El Muladar de Calzada,1104,1
178,135033,Restaurant El Muladar de Calzada,1001,1
179,132862,La Posada del Virrey,1038,2
180,132862,La Posada del Virrey,1071,2
181,132862,La Posada del Virrey,1084,2
182,132862,La Posada del Virrey,1106,2
183,132862,La Posada del Virrey,1009,2
184,132862,La Posada del Virrey,1016,2
185,132862,La Posada del Virrey,1098,1
186,132862,La Posada del Virrey,1003,1
187,132862,La Posada del Virrey,1029,1
188,132862,La Posada del Virrey,1137,2
189,132862,La Posada del Virrey,1090,2
190,132862,La Posada del Virrey,1112,1
191,132862,La Posada del Virrey,1057,1
192,132862,La Posada del Virrey,1059,0
193,132862,La Posada del Virrey,1073,0
194,132862,La Posada del Virrey,1049,0
195,132862,La Posada del Virrey,1002,2
196,132862,La Posada del Virrey,1136,2
197,134983,Restaurant and Bar and Clothesline Carlos N Charlies,1012,2
198,134983,Restaurant and Bar and Clothesline Carlos N Charlies,1017,0
199,134983,Restaurant and Bar and Clothesline Carlos N Charlies,1133,1
200,134983,Restaurant and Bar and Clothesline Carlos N Charlies,1118,0
201,134983,Restaurant and Bar and Clothesline Carlos N Charlies,1041,2
202,132851,KFC,1052,1
203,132851,KFC,1069,1
204,132851,KFC,1008,1
205,132851,KFC,1111,2
206,132851,KFC,1037,2
207,132851,KFC,1015,1
208,132851,KFC,1131,2
209,135013,Giovannis,1093,2
210,135013,Giovannis,1066,1
211,135013,Giovannis,1040,2
212,135013,Giovannis,1110,2
213,135042,Restaurant Oriental Express,1053,2
214,135042,Restaurant Oriental Express,1064,1
215,135042,Restaurant Oriental Express,1014,1
216,135042,Restaurant Oriental Express,1125,1
217,135042,Restaurant Oriental Express,1076,2
218,135042,Restaurant Oriental Express,1024,1
219,135042,Restaurant Oriental Express,1005,2
220,135042,Restaurant Oriental Express,1036,2
221,135042,Restaurant Oriental Express,1071,2
222,135042,Restaurant Oriental Express,1106,2
223,135042,Restaurant Oriental Express,1016,1
224,135042,Restaurant Oriental Express,1099,1
225,135042,Restaurant Oriental Express,1032,0
226,135042,Restaurant Oriental Express,1135,0
227,135042,Restaurant Oriental Express,1085,0
228,135042,Restaurant Oriental Express,1109,2
229,135042,Restaurant Oriental Express,1027,1
230,135042,Restaurant Oriental Express,1137,2
231,135042,Restaurant Oriental Express,1049,0
232,135042,Restaurant Oriental Express,1010,2
233,132768,Mariscos Tia Licha,1017,1
234,132768,Mariscos Tia Licha,1100,2
235,132768,Mariscos Tia Licha,1118,0
236,132768,Mariscos Tia Licha,1020,2
237,132768,Mariscos Tia Licha,1051,1
238,132768,Mariscos Tia Licha,1044,2
239,132768,Mariscos Tia Licha,1119,2
240,132768,Mariscos Tia Licha,1079,2
241,132768,Mariscos Tia Licha,1042,2
242,132768,Mariscos Tia Licha,1041,2
243,132561,cafe ambar,1026,1
244,132561,cafe ambar,1129,1
245,132561,cafe ambar,1065,1
246,132561,cafe ambar,1130,0
247,135045,Restaurante la Gran Via,1022,2
248,135045,Restaurante la Gran Via,1024,2
249,135045,Restaurante la Gran Via,1120,1
250,135045,Restaurante la Gran Via,1036,2
251,135045,Restaurante la Gran Via,1084,2
252,135045,Restaurante la Gran Via,1016,2
253,135045,Restaurante la Gran Via,1099,1
254,135045,Restaurante la Gran Via,1054,2
255,135045,Restaurante la Gran Via,1001,1
256,135045,Restaurante la Gran Via,1135,0
257,135045,Restaurante la Gran Via,1062,0
258,135045,Restaurante la Gran Via,1033,2
259,135045,Restaurante la Gran Via,1086,2
260,132847,don burguers,1120,2
261,132847,don burguers,1037,1
262,132847,don burguers,1069,0
263,132847,don burguers,1111,0
264,132847,don burguers,1025,2
265,132847,don burguers,1102,2
266,135054,Restaurante y Pescaderia Tampico,1088,2
267,135054,Restaurante y Pescaderia Tampico,1126,1
268,135054,Restaurante y Pescaderia Tampico,1124,1
269,135054,Restaurante y Pescaderia Tampico,1094,0
270,135054,Restaurante y Pescaderia Tampico,1105,0
271,135054,Restaurante y Pescaderia Tampico,1115,0
272,135054,Restaurante y Pescaderia Tampico,1037,2
273,135054,Restaurante y Pescaderia Tampico,1008,1
274,135054,Restaurante y Pescaderia Tampico,1015,1
275,135054,Restaurante y Pescaderia Tampico,1131,2
276,134975,Rincon del Bife,1127,2
277,134975,Rincon del Bife,1017,2
278,134975,Rincon del Bife,1133,1
279,135053,La Fontana Pizza Restaurante and Cafe,1053,2
280,135053,La Fontana Pizza Restaurante and Cafe,1114,0
281,135053,La Fontana Pizza Restaurante and Cafe,1062,0
282,135053,La Fontana Pizza Restaurante and Cafe,1122,2
283,135053,La Fontana Pizza Restaurante and Cafe,1128,0
284,135053,La Fontana Pizza Restaurante and Cafe,1058,2
285,135053,La Fontana Pizza Restaurante and Cafe,1097,2
286,135053,La Fontana Pizza Restaurante and Cafe,1010,1
287,135050,Restaurante la Estrella de Dima,1014,2
288,135050,Restaurante la Estrella de Dima,1056,0
289,135050,Restaurante la Estrella de Dima,1124,0
290,135050,Restaurante la Estrella de Dima,1125,2
291,135050,Restaurante la Estrella de Dima,1075,2
292,135050,Restaurante la Estrella de Dima,1005,1
293,135050,Restaurante la Estrella de Dima,1085,2
294,135050,Restaurante la Estrella de Dima,1058,1
295,135025,El Rincon de San Francisco,1055,2
296,135025,El Rincon de San Francisco,1053,2
297,135025,El Rincon de San Francisco,1018,1
298,135025,El Rincon de San Francisco,1022,0
299,135025,El Rincon de San Francisco,1116,2
300,135025,El Rincon de San Francisco,1132,1
301,135025,El Rincon de San Francisco,1036,2
302,135025,El Rincon de San Francisco,1071,2
303,135025,El Rincon de San Francisco,1104,2
304,135025,El Rincon de San Francisco,1007,1
305,135025,El Rincon de San Francisco,1054,2
306,135025,El Rincon de San Francisco,1001,2
307,135025,El Rincon de San Francisco,1092,2
308,135025,El Rincon de San Francisco,1090,2
309,135025,El Rincon de San Francisco,1096,2
310,135030,Preambulo Wifi Zone Cafe,1081,1
311,135030,Preambulo Wifi Zone Cafe,1116,1
312,135030,Preambulo Wifi Zone Cafe,1024,1
313,135030,Preambulo Wifi Zone Cafe,1071,2
314,135030,Preambulo Wifi Zone Cafe,1084,2
315,135030,Preambulo Wifi Zone Cafe,1104,2
316,135030,Preambulo Wifi Zone Cafe,1106,2
317,135030,Preambulo Wifi Zone Cafe,1122,2
318,135030,Preambulo Wifi Zone Cafe,1033,2
319,135030,Preambulo Wifi Zone Cafe,1057,1
320,135030,Preambulo Wifi Zone Cafe,1059,2
321,135030,Preambulo Wifi Zone Cafe,1006,1
322,135057,El Herradero Restaurante and Bar,1064,1
323,135057,El Herradero Restaurante and Bar,1088,1
324,135057,El Herradero Restaurante and Bar,1014,1
325,135057,El Herradero Restaurante and Bar,1126,2
326,135057,El Herradero Restaurante and Bar,1124,1
327,135057,El Herradero Restaurante and Bar,1018,1
328,135057,El Herradero Restaurante and Bar,1022,2
329,135057,El Herradero Restaurante and Bar,1094,0
330,135057,El Herradero Restaurante and Bar,1105,0
331,135057,El Herradero Restaurante and Bar,1007,1
332,135057,El Herradero Restaurante and Bar,1075,2
333,135057,El Herradero Restaurante and Bar,1115,2
334,135057,El Herradero Restaurante and Bar,1005,1
335,135057,El Herradero Restaurante and Bar,1120,2
336,135057,El Herradero Restaurante and Bar,1113,2
337,135079,Koye Sushi,1134,1
338,135079,Koye Sushi,1036,2
339,135079,Koye Sushi,1113,1
340,135079,Koye Sushi,1106,2
341,135079,Koye Sushi,1009,1
342,135079,Koye Sushi,1013,1
343,135079,Koye Sushi,1032,2
344,135079,Koye Sushi,1019,0
345,135079,Koye Sushi,1122,2
346,135079,Koye Sushi,1098,2
347,135079,Koye Sushi,1089,0
348,135079,Koye Sushi,1003,2
349,135079,Koye Sushi,1112,1
350,135079,Koye Sushi,1097,2
351,135079,Koye Sushi,1128,0
352,135079,Koye Sushi,1006,1
353,135079,Koye Sushi,1010,0
354,134992,Restaurant Teely,1133,1
355,134992,Restaurant Teely,1118,0
356,134992,Restaurant Teely,1042,1
357,134992,Restaurant Teely,1041,2
358,132954,la parroquia,1004,2
359,132954,la parroquia,1112,0
360,132954,la parroquia,1090,2
361,132954,la parroquia,1057,1
362,132954,la parroquia,1061,2
363,132954,la parroquia,1097,1
364,132954,la parroquia,1128,0
365,132954,la parroquia,1006,1
366,132954,la parroquia,1073,0
367,135041,Luna Cafe,1088,2
368,135041,Luna Cafe,1106,1
369,135041,Luna Cafe,1126,2
370,135041,Luna Cafe,1075,1
371,135041,Luna Cafe,1024,1
372,135041,Luna Cafe,1005,1
373,135041,Luna Cafe,1049,0
374,135041,Luna Cafe,1104,1
375,135041,Luna Cafe,1045,1
376,135041,Luna Cafe,1054,2
377,135041,Luna Cafe,1101,0
378,135041,Luna Cafe,1135,0
379,135041,Luna Cafe,1078,2
380,135041,Luna Cafe,1003,0
381,135041,Luna Cafe,1086,2
382,135041,Luna Cafe,1061,2
383,135041,Luna Cafe,1002,2
384,132608,Hamburguesas La perica,1070,2
385,132608,Hamburguesas La perica,1082,0
386,132608,Hamburguesas La perica,1123,1
387,132608,Hamburguesas La perica,1080,2
388,132608,Hamburguesas La perica,1050,0
389,132608,Hamburguesas La perica,1043,1
390,135046,Restaurante El Reyecito,1083,2
391,135046,Restaurante El Reyecito,1108,1
392,135046,Restaurante El Reyecito,1134,2
393,135046,Restaurante El Reyecito,1113,2
394,135046,Restaurante El Reyecito,1092,0
395,135046,Restaurante El Reyecito,1098,1
396,135046,Restaurante El Reyecito,1033,2
397,135046,Restaurante El Reyecito,1061,1
398,135046,Restaurante El Reyecito,1112,0
399,135046,Restaurante El Reyecito,1057,1
400,135046,Restaurante El Reyecito,1136,2
401,132564,churchs,1060,2
402,132564,churchs,1080,1
403,132564,churchs,1039,1
404,132564,churchs,1011,1
405,132869,Dominos Pizza,1052,2
406,132869,Dominos Pizza,1008,1
407,132869,Dominos Pizza,1111,0
408,132869,Dominos Pizza,1037,1
409,132869,Dominos Pizza,1015,2
410,132869,Dominos Pizza,1131,1
411,132925,el pueblito,1138,1
412,132925,el pueblito,1027,1
413,132925,el pueblito,1090,2
414,132925,el pueblito,1128,0
415,132925,el pueblito,1002,1
416,132955,emilianos,1004,2
417,132955,emilianos,1061,2
418,132955,emilianos,1059,2
419,132955,emilianos,1097,2
420,132955,emilianos,1096,2
421,135059,Restaurant Bar Hacienda los Martinez,1134,2
422,135059,Restaurant Bar Hacienda los Martinez,1116,0
423,135059,Restaurant Bar Hacienda los Martinez,1036,2
424,135059,Restaurant Bar Hacienda los Martinez,1009,2
425,135059,Restaurant Bar Hacienda los Martinez,1085,2
426,135059,Restaurant Bar Hacienda los Martinez,1029,2
427,135059,Restaurant Bar Hacienda los Martinez,1137,2
428,135059,Restaurant Bar Hacienda los Martinez,1002,1
429,135059,Restaurant Bar Hacienda los Martinez,1003,2
430,135001,Vips,1012,1
431,135001,Vips,1093,2
432,135001,Vips,1100,2
433,135001,Vips,1133,2
434,135001,Vips,1118,0
435,135001,Vips,1119,2
436,135001,Vips,1041,1
437,135063,Restaurante Alhondiga,1053,2
438,135063,Restaurante Alhondiga,1125,1
439,135063,Restaurante Alhondiga,1022,2
440,135063,Restaurante Alhondiga,1071,2
441,135063,Restaurante Alhondiga,1009,0
442,135063,Restaurante Alhondiga,1135,0
443,135063,Restaurante Alhondiga,1109,2
444,135063,Restaurante Alhondiga,1086,1
445,135080,los Toneles,1134,1
446,135080,los Toneles,1003,2
447,135080,los Toneles,1091,0
448,135080,los Toneles,1061,2
449,135080,los Toneles,1057,1
450,135080,los Toneles,1073,0
451,135000,Restaurant los Pinos,1100,2
452,135000,Restaurant los Pinos,1117,1
453,135000,Restaurant los Pinos,1072,0
454,135000,Restaurant los Pinos,1035,2
455,135066,Restaurante Guerra,1014,2
456,135066,Restaurante Guerra,1056,2
457,135066,Restaurante Guerra,1125,1
458,135066,Restaurante Guerra,1018,1
459,135066,Restaurante Guerra,1075,2
460,135066,Restaurante Guerra,1005,2
461,135066,Restaurante Guerra,1106,2
462,135066,Restaurante Guerra,1016,2
463,135066,Restaurante Guerra,1099,1
464,135066,Restaurante Guerra,1122,2
465,135066,Restaurante Guerra,1027,0
466,135066,Restaurante Guerra,1058,1
467,135034,Michiko Restaurant Japones,1083,2
468,135034,Michiko Restaurant Japones,1095,2
469,135034,Michiko Restaurant Japones,1048,2
470,135034,Michiko Restaurant Japones,1061,2
471,135034,Michiko Restaurant Japones,1097,2
472,135060,Restaurante Marisco Sam,1077,1
473,135060,Restaurante Marisco Sam,1053,2
474,135060,Restaurante Marisco Sam,1064,1
475,135060,Restaurante Marisco Sam,1125,1
476,135060,Restaurante Marisco Sam,1022,1
477,135060,Restaurante Marisco Sam,1116,0
478,135060,Restaurante Marisco Sam,1024,1
479,135060,Restaurante Marisco Sam,1004,1
480,135060,Restaurante Marisco Sam,1071,1
481,135060,Restaurante Marisco Sam,1045,2
482,135060,Restaurante Marisco Sam,1009,1
483,135060,Restaurante Marisco Sam,1016,2
484,135060,Restaurante Marisco Sam,1099,2
485,135060,Restaurante Marisco Sam,1054,2
486,135060,Restaurante Marisco Sam,1032,1
487,135060,Restaurante Marisco Sam,1135,0
488,135060,Restaurante Marisco Sam,1078,2
489,135060,Restaurante Marisco Sam,1098,2
490,135060,Restaurante Marisco Sam,1086,1
491,135060,Restaurante Marisco Sam,1128,0
492,135060,Restaurante Marisco Sam,1073,0
493,135060,Restaurante Marisco Sam,1013,1
494,135055,la Cochinita Pibil Restaurante Yucateco,1134,2
495,135055,la Cochinita Pibil Restaurante Yucateco,1095,2
496,135055,la Cochinita Pibil Restaurante Yucateco,1085,2
497,135055,la Cochinita Pibil Restaurante Yucateco,1034,0
498,135055,la Cochinita Pibil Restaurante Yucateco,1096,2
499,135055,la Cochinita Pibil Restaurante Yucateco,1136,2
500,135055,la Cochinita Pibil Restaurante Yucateco,1058,2
501,135108,Potzocalli,1088,2
502,135108,Potzocalli,1126,2
503,135108,Potzocalli,1124,1
504,135108,Potzocalli,1018,1
505,135108,Potzocalli,1094,0
506,135108,Potzocalli,1007,1
507,135108,Potzocalli,1115,1
508,135108,Potzocalli,1037,2
509,135108,Potzocalli,1069,0
510,135108,Potzocalli,1008,1
511,135108,Potzocalli,1111,2
512,135074,Restaurante la Parroquia Potosina,1108,2
513,135074,Restaurante la Parroquia Potosina,1083,2
514,135074,Restaurante la Parroquia Potosina,1134,2
515,135074,Restaurante la Parroquia Potosina,1136,1
516,135018,El Oceano Dorado,1030,2
517,135018,El Oceano Dorado,1012,2
518,135018,El Oceano Dorado,1117,1
519,135018,El Oceano Dorado,1035,1
520,135064,Restaurante El Chivero S.A. de C.V.,1134,2
521,135064,Restaurante El Chivero S.A. de C.V.,1036,2
522,135064,Restaurante El Chivero S.A. de C.V.,1106,2
523,135064,Restaurante El Chivero S.A. de C.V.,1045,0
524,135064,Restaurante El Chivero S.A. de C.V.,1095,1
525,135064,Restaurante El Chivero S.A. de C.V.,1122,1
526,135064,Restaurante El Chivero S.A. de C.V.,1089,1
527,135064,Restaurante El Chivero S.A. de C.V.,1003,0
528,135064,Restaurante El Chivero S.A. de C.V.,1059,1
529,135064,Restaurante El Chivero S.A. de C.V.,1112,0
530,135064,Restaurante El Chivero S.A. de C.V.,1057,1
531,135064,Restaurante El Chivero S.A. de C.V.,1025,2
532,135064,Restaurante El Chivero S.A. de C.V.,1128,0
533,135064,Restaurante El Chivero S.A. de C.V.,1073,0
534,135064,Restaurante El Chivero S.A. de C.V.,1096,1
535,135064,Restaurante El Chivero S.A. de C.V.,1136,1
536,135064,Restaurante El Chivero S.A. de C.V.,1010,0
537,135038,Restaurant la Chalita,1077,2
538,135038,Restaurant la Chalita,1053,2
539,135038,Restaurant la Chalita,1126,1
540,135038,Restaurant la Chalita,1125,2
541,135038,Restaurant la Chalita,1076,1
542,135038,Restaurant la Chalita,1022,2
543,135038,Restaurant la Chalita,1116,2
544,135038,Restaurant la Chalita,1024,1
545,135038,Restaurant la Chalita,1132,1
546,135038,Restaurant la Chalita,1120,0
547,135038,Restaurant la Chalita,1019,0
548,135038,Restaurant la Chalita,1113,1
549,135038,Restaurant la Chalita,1009,2
550,135038,Restaurant la Chalita,1007,1
551,135038,Restaurant la Chalita,1099,0
552,135038,Restaurant la Chalita,1054,2
553,135038,Restaurant la Chalita,1101,2
554,135038,Restaurant la Chalita,1032,1
555,135038,Restaurant la Chalita,1062,0
556,135038,Restaurant la Chalita,1109,2
557,135038,Restaurant la Chalita,1122,2
558,135038,Restaurant la Chalita,1098,1
559,135038,Restaurant la Chalita,1033,1
560,135038,Restaurant la Chalita,1089,0
561,135081,El Club,1053,2
562,135081,El Club,1014,2
563,135081,El Club,1088,1
564,135081,El Club,1056,2
565,135081,El Club,1124,1
566,135081,El Club,1125,0
567,135081,El Club,1018,1
568,135081,El Club,1022,0
569,135081,El Club,1075,1
570,135081,El Club,1085,2
571,135081,El Club,1078,1
572,132723,Gordas de morales,1083,1
573,132723,Gordas de morales,1108,2
574,132723,Gordas de morales,1084,1
575,132723,Gordas de morales,1034,1
576,132723,Gordas de morales,1095,2
577,132723,Gordas de morales,1048,2
578,132723,Gordas de morales,1092,1
579,132723,Gordas de morales,1003,2
580,132723,Gordas de morales,1137,2
581,132723,Gordas de morales,1114,0
582,132723,Gordas de morales,1061,2
583,132723,Gordas de morales,1096,1
584,135051,Restaurante Versalles,1055,1
585,135051,Restaurante Versalles,1088,2
586,135051,Restaurante Versalles,1056,2
587,135051,Restaurante Versalles,1022,2
588,135051,Restaurante Versalles,1075,1
589,135051,Restaurante Versalles,1024,1
590,135051,Restaurante Versalles,1132,1
591,135051,Restaurante Versalles,1045,2
592,135051,Restaurante Versalles,1016,2
593,135051,Restaurante Versalles,1054,2
594,135051,Restaurante Versalles,1101,2
595,135051,Restaurante Versalles,1001,1
596,135051,Restaurante Versalles,1090,1
597,135051,Restaurante Versalles,1049,0
598,135021,Subway,1127,2
599,135021,Subway,1100,2
600,135021,Subway,1133,2
601,135021,Subway,1118,2
602,135021,Subway,1119,0
603,135021,Subway,1121,0
604,135021,Subway,1110,1
605,135021,Subway,1042,1
606,135021,Subway,1041,2
607,135052,La Cantina Restaurante,1064,2
608,135052,La Cantina Restaurante,1081,0
609,135052,La Cantina Restaurante,1056,2
610,135052,La Cantina Restaurante,1126,2
611,135052,La Cantina Restaurante,1022,2
612,135052,La Cantina Restaurante,1116,2
613,135052,La Cantina Restaurante,1105,0
614,135052,La Cantina Restaurante,1132,2
615,135052,La Cantina Restaurante,1036,2
616,135052,La Cantina Restaurante,1071,2
617,135052,La Cantina Restaurante,1106,0
618,135052,La Cantina Restaurante,1104,1
619,135052,La Cantina Restaurante,1045,1
620,135052,La Cantina Restaurante,1009,2
621,135052,La Cantina Restaurante,1016,2
622,135052,La Cantina Restaurante,1054,2
623,135052,La Cantina Restaurante,1101,2
624,135052,La Cantina Restaurante,1135,0
625,135052,La Cantina Restaurante,1062,0
626,135052,La Cantina Restaurante,1078,2
627,135052,La Cantina Restaurante,1027,1
628,135052,La Cantina Restaurante,1090,2
629,135052,La Cantina Restaurante,1073,0
630,135052,La Cantina Restaurante,1049,0
631,135052,La Cantina Restaurante,1002,1
632,132845,Cenaduria El Rincón de Tlaquepaque,1120,1
633,132845,Cenaduria El Rincón de Tlaquepaque,1037,0
634,132845,Cenaduria El Rincón de Tlaquepaque,1069,0
635,132845,Cenaduria El Rincón de Tlaquepaque,1111,2
636,132845,Cenaduria El Rincón de Tlaquepaque,1015,1
637,135011,Los Vikingos,1093,1
638,135011,Los Vikingos,1066,1
639,135011,Los Vikingos,1074,2
640,132858,Hamburguesas Valle Dorado,1038,0
641,132858,Hamburguesas Valle Dorado,1069,0
642,132858,Hamburguesas Valle Dorado,1008,1
643,132858,Hamburguesas Valle Dorado,1111,1
644,132858,Hamburguesas Valle Dorado,1102,2
645,135026,la Cantina,1134,0
646,135026,la Cantina,1120,1
647,135026,la Cantina,1084,2
648,135026,la Cantina,1048,2
649,135026,la Cantina,1046,1
650,135026,la Cantina,1089,1
651,135026,la Cantina,1061,2
652,135026,la Cantina,1112,1
653,135026,la Cantina,1097,1
654,135026,la Cantina,1006,2
655,135026,la Cantina,1096,2
656,132884,dairy queen,1047,0
657,132884,dairy queen,1034,0
658,132884,dairy queen,1091,2
659,132884,dairy queen,1137,2
660,132884,dairy queen,1097,1
